0.9513132607	0.0088418723	0.3157894737	0.011038703
0.9641255605	0.0088986428	0.4210526316	0.0114213452
0.9743754004	0.0089443422	0.5263157895	0.0118952413
0.9807815503	0.00897303	    0.6315789474	0.0124499751
0.9852658552	0.0089931685	0.7368421053	0.0130752617
0.9903907751	0.009016241	    0.8421052632	0.0137614874
0.9955156951	0.0090393738	0.9473684211	0.0145000026
1.0064061499	0.0090887292	0.9473684211	0.0145000026
1.0108904548	0.0091091296	0.8421052632	0.0137614874
1.0166559898	0.0091354245	0.7368421053	0.0130752617
1.0217809097	0.0091588594	0.6315789474	0.0124499751
1.0288276746	0.0091911763	0.5263157895	0.0118952413
1.0390775144	0.0092383747	0.4210526316	0.0114213452
1.0538116592	0.0093066146	0.3157894737	0.011038703
0.8340750159	0.0083245514	0.3	            0.0104403065
0.8696757788	0.0084712471	0.4	            0.0107703296
0.8970120788	0.0085862574	0.5	            0.0111803399
0.9173553719	0.0086731282	0.6	            0.0116619038
0.9345200254	0.0087472494	0.7	            0.0122065556
0.9497774952	0.0088137515	0.8	            0.0128062485
0.9663064209	0.0088864347	0.9	            0.013453624
1.0324221233	0.0091835017	0.9	            0.013453624
1.0521296885	0.009273914	    0.8	            0.0128062485
1.0743801653	0.0093769669	0.7	            0.0122065556
1.1023521933	0.0095079354	0.6	            0.0116619038
1.139224412	    0.0096828846	0.5	            0.0111803399
1.201525747	    0.0099840933	0.4	            0.0107703296
1.3172282263	0.0105603123	0.3	            0.0104403065
