0.4498077522	0	1.52367212	0
0.5397693026	0	1.47654824	0
0.7196924035	0	1.38230048	0
0.8096539539	0	1.2566368	0
0.8546347291	0	1.13097312	0
0.8636308842	0	1.0995572	0
0.8726270392	0	1.06814128	0
0.8816231942	0	1.03672536	0
0.8906193493	0	0.97389352	0
0.8996155043	0	0.9424776	0
0.9176078144	0	0.81681392	0
0.9356001245	0	0.65973432	0
0.9535924346	0	0.53407064	0
0.9715847447	0	0.3141592	0
0.9895770548	0	0.09424776	0
1.0075693649	0	-0.06283184	0
1.0255616749	0	-0.34557512	0
1.043553985	0	-0.53407064	0
1.0615462951	0	-0.65973432	0
1.0795386052	0	-0.80110596	0
1.1335155355	0	-0.97389352	0
1.1695001556	0	-1.11526516	0
1.2594617061	0	-1.24092884	0
1.3494232565	0	-1.31946864	0
0.4498077522	0	1.28805272	0
0.5397693026	0	1.22522088	0
0.7196924035	0	0.95818556	0
0.8096539539	0	0.72256616	0
0.8546347291	0	0.58119452	0
0.8636308842	0	0.53407064	0
0.8726270392	0	0.50265472	0
0.8816231942	0	0.48694676	0
0.8906193493	0	0.43982288	0
0.8996155043	0	0.392699	0
0.9176078144	0	0.34557512	0
0.9356001245	0	0.25132736	0
0.9535924346	0	0.18849552	0
0.9715847447	0	0.10995572	0
0.9895770548	0	0.03141592	0
1.0075693649	0	-0.03141592	0
1.0255616749	0	-0.06283184	0
1.043553985	0	-0.18849552	0
1.0615462951	0	-0.25132736	0
1.0795386052	0	-0.3141592	0
1.1335155355	0	-0.48694676	0
1.1695001556	0	-0.58119452	0
1.2594617061	0	-0.69115024	0
1.3494232565	0	-0.87964576	0
1.4393848069	0	-0.97389352	0
1.5293463574	0	-1.00530944	0
1.6193079078	0	-1.0995572	0
1.7992310087	0	-1.178097	0
